Income,Age,Month_Customer,Total_Spending,children,clusters
17148.0,48,120.0,68,1,Bronze
40590.0,55,123.0,258,2,Platinum
30560.0,48,127.0,31,1,Bronze
32146.0,41,116.0,66,1,Platinum
41713.0,60,117.0,174,2,Platinum
34176.0,49,120.0,28,1,Platinum
58482.0,69,118.0,731,1,Gold
59686.0,59,120.0,274,1,Gold
60896.0,60,135.0,1701,1,Gold
62994.0,44,118.0,312,1,Gold
47320.0,67,125.0,414,1,Platinum
74859.0,75,127.0,1565,0,Silver
15253.0,32,123.0,29,1,Bronze
31560.0,50,127.0,94,1,Bronze
72071.0,70,131.0,1338,1,Silver
91172.0,34,130.0,1092,0,Silver
90000.0,40,121.0,1479,0,Silver
41967.0,43,122.0,54,2,Platinum
69263.0,59,118.0,568,1,Gold
65706.0,54,127.0,1199,0,Gold
60934.0,49,120.0,873,1,Gold
71965.0,73,126.0,1213,1,Silver
65210.0,69,118.0,731,1,Gold
79174.0,49,132.0,2043,0,Silver
81380.0,57,133.0,1893,0,Silver
48432.0,51,135.0,424,1,Platinum
52914.0,53,132.0,575,1,Gold
38946.0,69,123.0,257,1,Platinum
26067.0,50,122.0,56,1,Bronze
44325.0,52,130.0,542,1,Platinum
42523.0,60,117.0,125,0,Platinum
26487.0,46,128.0,69,1,Bronze
53233.0,67,118.0,40,1,Gold
67716.0,64,132.0,1016,1,Gold
76234.0,52,119.0,907,1,Silver
84117.0,68,116.0,1566,0,Silver
65487.0,67,120.0,1169,0,Gold
25224.0,52,118.0,46,1,Bronze
89616.0,41,131.0,1644,0,Silver
40851.0,53,131.0,59,2,Platinum
27469.0,77,137.0,17,0,Bronze
82347.0,67,134.0,1853,0,Silver
73803.0,67,137.0,1528,1,Silver
8820.0,72,130.0,35,2,Bronze
43322.0,50,117.0,141,0,Platinum
55593.0,51,125.0,546,1,Gold
50501.0,70,127.0,500,2,Platinum
37085.0,49,115.0,61,2,Platinum
16185.0,34,125.0,106,1,Bronze
57731.0,55,134.0,704,1,Gold
48432.0,51,135.0,424,1,Platinum
73807.0,46,132.0,849,1,Silver
18929.0,34,131.0,85,0,Bronze
35893.0,56,135.0,199,2,Platinum
61014.0,44,137.0,1147,1,Gold
32144.0,70,118.0,54,2,Platinum
14918.0,61,133.0,43,1,Bronze
45146.0,61,126.0,53,2,Platinum
41769.0,69,131.0,521,1,Platinum
88325.0,43,119.0,1623,0,Silver
38054.0,74,116.0,45,2,Platinum
80617.0,29,135.0,1435,0,Silver
5305.0,48,126.0,32,1,Bronze
36807.0,70,133.0,16,2,Platinum
28427.0,41,130.0,52,1,Bronze
82032.0,76,117.0,1234,0,Silver
22775.0,46,127.0,15,1,Bronze
40101.0,39,135.0,415,1,Platinum
58025.0,45,122.0,470,1,Gold
75777.0,42,126.0,1438,0,Silver
7500.0,45,128.0,53,1,Bronze
33562.0,61,115.0,51,3,Platinum
57642.0,54,120.0,679,1,Gold
58554.0,56,136.0,586,2,Gold
63777.0,45,130.0,653,2,Gold
57967.0,62,130.0,468,1,Gold
24434.0,52,116.0,50,2,Bronze
11012.0,40,130.0,84,1,Bronze
44802.0,54,137.0,1049,0,Platinum
26816.0,38,137.0,22,0,Bronze
34421.0,50,126.0,30,1,Platinum
61223.0,57,127.0,1341,1,Gold
64014.0,78,115.0,444,3,Gold
56981.0,43,120.0,1241,0,Gold
69245.0,68,120.0,843,1,Gold
52869.0,70,135.0,172,2,Gold
